AN_BASE,NM_GRANDE_AREA_CONHECIMENTO,NM_AREA_CONHECIMENTO,NM_AREA_BASICA,NM_SUBAREA_CONHECIMENTO,NM_ESPECIALIDADE,CD_AREA_AVALIACAO,NM_AREA_AVALIACAO,SG_ENTIDADE_ENSINO,NM_ENTIDADE_ENSINO,IN_REDE,SG_ENTIDADE_ENSINO_REDE,CS_STATUS_JURIDICO,DS_DEPENDENCIA_ADMINISTRATIVA,DS_ORGANIZACAO_ACADEMICA,NM_REGIAO,SG_UF_PROGRAMA,NM_MUNICIPIO_PROGRAMA_IES,NM_MODALIDADE_PROGRAMA,CD_PROGRAMA_IES,NM_PROGRAMA_IES,NM_PROGRAMA_IDIOMA,CD_CONCEITO_PROGRAMA,AN_INICIO_PROGRAMA,AN_INICIO_CURSO,DS_SITUACAO_PROGRAMA,DT_SITUACAO_PROGRAMA,ID_ADD_FOTO_PROGRAMA_IES,ID_ADD_FOTO_PROGRAMA,PAIS
2019,CIÊNCIAS HUMANAS,HISTÓRIA,HISTÓRIA,NÃO SE APLICA,NÃO SE APLICA,40,HISTÓRIA,PUC-GOIÁS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,CENTRO-OESTE,GO,GOIÂNIA,ACADÊMICO,52002012013P8,HISTÓRIA,MASTER OF HISTORY PROGRAM,3,2007,2007,EM FUNCIONAMENTO,07Aug2010 0:00:00,159341,94247,BRASIL
2019,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,NÃO SE APLICA,NÃO SE APLICA,38,EDUCAÇÃO,PUC/PR,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUL,PR,CURITIBA,ACADÊMICO,40003019007P0,EDUCAÇÃO,GRADUATE PROGRAM IN EDUCATION,5,1992,1992/2007,EM FUNCIONAMENTO,07Aug2010 0:00:00,159420,94269,BRASIL
2019,MULTIDISCIPLINAR,BIOTECNOLOGIA,BIOTECNOLOGIA,NÃO SE APLICA,NÃO SE APLICA,48,BIOTECNOLOGIA,UNIARA,UNIVERSIDADE DE ARARAQUARA,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUDESTE,SP,ARARAQUARA,ACADÊMICO,33082014005P6,BIOTECNOLOGIA,BIOTECHNOLOGY IN MEDICINAL CHEMISTRY AND REGENERATIVE MEDICINE,4,2015,2015/2015,EM FUNCIONAMENTO,07Jul2015 0:00:00,159421,94270,BRASIL
2019,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,NÃO SE APLICA,NÃO SE APLICA,18,ODONTOLOGIA,PUC/PR,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUL,PR,CURITIBA,ACADÊMICO,40003019009P3,ODONTOLOGIA,GRADUATE PROGRAM IN DENTISTRY - PONTIFICIA UNIVERSIDADE CATOLICA DO PARANA,4,1996,1996/2006,EM FUNCIONAMENTO,07Nov2012 0:00:00,159425,94274,BRASIL
2019,CIÊNCIAS AGRÁRIAS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,NÃO SE APLICA,NÃO SE APLICA,25,CIÊNCIA DE ALIMENTOS,UFGD,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,CENTRO-OESTE,MS,DOURADOS,ACADÊMICO,51005018171P9,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,FOOD SCIENCE AND TECHNOLOGY,3,2016,2016,EM FUNCIONAMENTO,09Jun2016 0:00:00,159396,94282,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,FÍSICA,FÍSICA,NÃO SE APLICA,NÃO SE APLICA,3,ASTRONOMIA / FÍSICA,UNIFAL,UNIVERSIDADE FEDERAL DE ALFENAS,SIM,"UFSJ,UFLA",FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,ALFENAS,ACADÊMICO,32011016010P8,FÍSICA - UFLA - UFSJ - UNIFAL,PHYSICS,3,2012,2012,EM FUNCIONAMENTO,19Mar2012 0:00:00,159400,94284,BRASIL
2019,ENGENHARIAS,ENGENHARIA QUÍMICA,ENGENHARIA QUÍMICA,NÃO SE APLICA,NÃO SE APLICA,12,ENGENHARIAS II,FURB,UNIVERSIDADE REGIONAL DE BLUMENAU,NÃO,NA,MUNICIPAL,PÚBLICO,UNIVERSIDADE,SUL,SC,BLUMENAU,ACADÊMICO,41006011009P5,ENGENHARIA QUÍMICA,CHEMICAL ENGINEERING PROGRAM,3,2008,2008,EM FUNCIONAMENTO,17Jan2014 0:00:00,156505,91889,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,NÃO SE APLICA,NÃO SE APLICA,28,ECONOMIA,UFV,UNIVERSIDADE FEDERAL DE VIÇOSA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,VIÇOSA,ACADÊMICO,32002017031P0,ECONOMIA,ECONOMICS,4,2006,2006,EM FUNCIONAMENTO,13Feb2014 0:00:00,156506,91890,BRASIL
2019,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,NÃO SE APLICA,NÃO SE APLICA,38,EDUCAÇÃO,UFG,UNIVERSIDADE FEDERAL DE GOIÁS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,CENTRO-OESTE,GO,JATAÍ,ACADÊMICO,52001016063P9,EDUCAÇÃO,GRADUATE PROGRAM IN EDUCATION,3,2013,2013,EM FUNCIONAMENTO,24Oct2013 0:00:00,156507,91891,BRASIL
2019,CIÊNCIAS HUMANAS,ANTROPOLOGIA,ANTROPOLOGIA,NÃO SE APLICA,NÃO SE APLICA,35,ANTROPOLOGIA / ARQUEOLOGIA,UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,SC,FLORIANÓPOLIS,ACADÊMICO,41001010017P0,ANTROPOLOGIA SOCIAL,GRADUATE PROGRAM IN SOCIAL ANTHROPOLOGY,5,1985,1985/1999,EM FUNCIONAMENTO,13Mar2014 0:00:00,156522,91906,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,NÃO SE APLICA,NÃO SE APLICA,28,ECONOMIA,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,PE,CARUARU,ACADÊMICO,25001019083P3,ECONOMIA - CAMPUS AGRESTE,GRADUATE PROGRAM IN ECONOMICS,4,2011,2011,EM FUNCIONAMENTO,21Sep2012 0:00:00,156532,91915,BRASIL
2019,CIÊNCIAS DA SAÚDE,SAÚDE COLETIVA,SAÚDE COLETIVA,NÃO SE APLICA,NÃO SE APLICA,22,SAÚDE COLETIVA,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,RJ,RIO DE JANEIRO,PROFISSIONAL,31001017163P4,ATENÇÃO PRIMÁRIA À SAÚDE,PRIMARY HEALTH CARE,3,2015,2015,EM FUNCIONAMENTO,11May2015 0:00:00,156533,91916,BRASIL
2019,CIÊNCIAS AGRÁRIAS,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,NÃO SE APLICA,NÃO SE APLICA,23,ZOOTECNIA / RECURSOS PESQUEIROS,IP,INSTITUTO DE PESCA - APTA - SEC. DE AGR. E ABAST. - SP,NÃO,NA,ESTADUAL,PÚBLICO,NÃO INFORMADO,SUDESTE,SP,SÃO PAULO,ACADÊMICO,33132011001P9,AQUICULTURA E PESCA,AQUACULTURE AND FISHERIES,3,2004,2004,EM FUNCIONAMENTO,25Feb2014 0:00:00,153397,87783,BRASIL
2019,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,NÃO SE APLICA,NÃO SE APLICA,38,EDUCAÇÃO,FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,RS,RIO GRANDE,ACADÊMICO,42004012021P5,EDUCAÇÃO,GRADUATE PROGRAM IN EDUCATION,4,2012,2012,EM FUNCIONAMENTO,16Jan2014 0:00:00,158606,93672,BRASIL
2019,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA,CIÊNCIA POLÍTICA,NÃO SE APLICA,NÃO SE APLICA,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,UNIRIO,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,RJ,RIO DE JANEIRO,ACADÊMICO,31021018157P8,CIÊNCIA POLÍTICA,POLITICAL SCIENCE,3,2017,2017,EM FUNCIONAMENTO,03Apr2017 0:00:00,158624,93677,BRASIL
2019,CIÊNCIAS AGRÁRIAS,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,NÃO SE APLICA,NÃO SE APLICA,23,ZOOTECNIA / RECURSOS PESQUEIROS,UFRA,UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORTE,PA,BELÉM,ACADÊMICO,15002012005P0,AQUICULTURA E RECURSOS AQUÁTICOS TROPICAIS,TROPICAL AQUACULTURE AND AQUATIC RESOURCES,3,2010,2010,EM FUNCIONAMENTO,27Jan2014 0:00:00,157558,92815,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,NÃO SE APLICA,NÃO SE APLICA,2,CIÊNCIA DA COMPUTAÇÃO,UECE,UNIVERSIDADE ESTADUAL DO CEARÁ,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,NORDESTE,CE,FORTALEZA,ACADÊMICO,22003010018P1,CIÊNCIA DA COMPUTAÇÃO,MASTER PROGRAM IN COMPUTER SCIENCE,4,2007,2007,EM FUNCIONAMENTO,07Aug2010 0:00:00,152436,87025,BRASIL
2019,ENGENHARIAS,ENGENHARIA ELÉTRICA,ENGENHARIA ELÉTRICA,NÃO SE APLICA,NÃO SE APLICA,14,ENGENHARIAS IV,UFSCAR,UNIVERSIDADE FEDERAL DE SÃO CARLOS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,SÃO CARLOS,ACADÊMICO,33001014072P4,ENGENHARIA ELÉTRICA,ELECTRICAL ENGINNERING,A,2019,2019,EM FUNCIONAMENTO,01Feb2019 0:00:00,152416,87062,BRASIL
2019,CIÊNCIAS DA SAÚDE,EDUCAÇÃO FÍSICA,EDUCAÇÃO FÍSICA,NÃO SE APLICA,NÃO SE APLICA,21,EDUCAÇÃO FÍSICA,UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,SC,FLORIANÓPOLIS,ACADÊMICO,41001010039P3,EDUCAÇÃO FÍSICA,POSTGRADUATE PROGRAM OF PHYSICAL EDUCATION,6,1996,1996/2006,EM FUNCIONAMENTO,10Jul2013 0:00:00,152496,87087,BRASIL
2019,CIÊNCIAS HUMANAS,GEOGRAFIA,GEOGRAFIA,NÃO SE APLICA,NÃO SE APLICA,36,GEOGRAFIA,UFPR,UNIVERSIDADE FEDERAL DO PARANÁ,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,PR,CURITIBA,ACADÊMICO,40001016035P1,GEOGRAFIA,GEOGRAPHY,6,1999,1999/2006,EM FUNCIONAMENTO,23Sep2013 0:00:00,157661,92909,BRASIL
2019,CIÊNCIAS DA SAÚDE,FARMÁCIA,FARMÁCIA,NÃO SE APLICA,NÃO SE APLICA,19,FARMÁCIA,UEL,UNIVERSIDADE ESTADUAL DE LONDRINA,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUL,PR,LONDRINA,ACADÊMICO,40002012172P5,CIÊNCIAS FARMACÊUTICAS,POSTGRADUATE PROGRAM IN PHARMACEUTICAL SCIENCES - MASTER IN PHARMACEUTICAL SCIENCES,3,2017,2017,EM FUNCIONAMENTO,14Mar2017 0:00:00,155653,90916,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,COMUNICAÇÃO,COMUNICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,31,COMUNICAÇÃO E INFORMAÇÃO,UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,RS,BAGÉ,PROFISSIONAL,42046017014P9,COMUNICAÇÃO E INDÚSTRIA CRIATIVA,COMMUNICATION AND CREATIVE INDUSTRY,3,2017,2017,EM FUNCIONAMENTO,06Apr2017 0:00:00,155635,90922,BRASIL
2019,MULTIDISCIPLINAR,CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS,NÃO SE APLICA,NÃO SE APLICA,49,CIÊNCIAS AMBIENTAIS,UCDB,UNIVERSIDADE CATÓLICA DOM BOSCO,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,CENTRO-OESTE,MS,CAMPO GRANDE,ACADÊMICO,51002019006P9,CIÊNCIAS AMBIENTAIS E SUSTENTABILIDADE AGROPECUÁRIA,ENVIRONMENTAL SCIENCES AND SUSTAINABILITY AGRICULTURE,4,2012,2012/2012,EM FUNCIONAMENTO,07Mar2014 0:00:00,155666,90933,BRASIL
2019,ENGENHARIAS,ENGENHARIA CIVIL,ENGENHARIA CIVIL,NÃO SE APLICA,NÃO SE APLICA,10,ENGENHARIAS I,UFOP,UNIVERSIDADE FEDERAL DE OURO PRETO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,OURO PRETO,PROFISSIONAL,32007019010P4,ENGENHARIA GEOTÉCNICA,GEOTECHNICAL ENGINEERING,3,2001,2001,EM FUNCIONAMENTO,30Oct2012 0:00:00,155681,90942,BRASIL
2019,CIÊNCIAS HUMANAS,GEOGRAFIA,GEOGRAFIA,NÃO SE APLICA,NÃO SE APLICA,36,GEOGRAFIA,USP,UNIVERSIDADE DE SÃO PAULO,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,SÃO PAULO,ACADÊMICO,33002010035P8,GEOGRAFIA (GEOGRAFIA HUMANA),HUMAN GEOGRAPHY PROGRAM,6,1971,1971/1971,EM FUNCIONAMENTO,01Jun2010 0:00:00,158109,93314,BRASIL
2019,CIÊNCIAS DA SAÚDE,ENFERMAGEM,ENFERMAGEM,NÃO SE APLICA,NÃO SE APLICA,20,ENFERMAGEM,UFTM,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,UBERABA,ACADÊMICO,32012012004P4,ATENÇÃO À SAÚDE,HEALTH CARE,4,2008,2008/2013,EM FUNCIONAMENTO,08Feb2013 0:00:00,147016,83531,BRASIL
2019,CIÊNCIAS DA SAÚDE,EDUCAÇÃO FÍSICA,EDUCAÇÃO FÍSICA,NÃO SE APLICA,NÃO SE APLICA,21,EDUCAÇÃO FÍSICA,UERJ,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUDESTE,RJ,RIO DE JANEIRO,ACADÊMICO,31004016066P8,CIÊNCIAS DO EXERCÍCIO E DO ESPORTE,EXERCISE AND SPORT SCIENCES,4,2015,2015/2015,EM FUNCIONAMENTO,17Nov2014 0:00:00,146937,83543,BRASIL
2019,CIÊNCIAS AGRÁRIAS,AGRONOMIA,AGRONOMIA,NÃO SE APLICA,NÃO SE APLICA,42,CIÊNCIAS AGRÁRIAS I,UFPB/AREIA,UNIVERSIDADE FEDERAL DA PARAÍBA ( AREIA ),SIM,UFPB-JP,FEDERAL,PÚBLICO,NÃO INFORMADO,NORDESTE,PB,AREIA,ACADÊMICO,24001031020P0,AGRONOMIA,POSTGRADUATE PROGRAM IN AGRONOMY (PPAGRO),5,1979,1979/2001,EM FUNCIONAMENTO,04Sep2013 0:00:00,159830,94638,BRASIL
2019,CIÊNCIAS DA SAÚDE,SAÚDE COLETIVA,SAÚDE COLETIVA,NÃO SE APLICA,NÃO SE APLICA,22,SAÚDE COLETIVA,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,MA,SÃO LUÍS,ACADÊMICO,20001010015P4,SAÚDE COLETIVA,PUBLIC HEALTH,5,2007,2007/2009,EM FUNCIONAMENTO,12Mar2014 0:00:00,159805,94652,BRASIL
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,ENGENHARIA/TECNOLOGIA/GESTÃO,ENGENHARIA/TECNOLOGIA/GESTÃO,NÃO SE APLICA,45,INTERDISCIPLINAR,IME,INSTITUTO MILITAR DE ENGENHARIA,NÃO,NA,FEDERAL,PÚBLICO,CENTRO UNIVERSITÁRIO,SUDESTE,RJ,RIO DE JANEIRO,ACADÊMICO,31007015011P8,ENGENHARIA DE DEFESA,DEFENSE ENGINEERING GRADUATE PROGRAM,4,2009,2009/2009,EM FUNCIONAMENTO,30Jan2013 0:00:00,159808,94655,BRASIL
2019,CIÊNCIAS AGRÁRIAS,ZOOTECNIA,ZOOTECNIA,NÃO SE APLICA,NÃO SE APLICA,23,ZOOTECNIA / RECURSOS PESQUEIROS,UFMT,UNIVERSIDADE FEDERAL DE MATO GROSSO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,CENTRO-OESTE,MT,SINOP,ACADÊMICO,50001019033P7,ZOOTECNIA,ANIMAL SCIENCE,3,2012,2012,EM FUNCIONAMENTO,28Feb2014 0:00:00,159809,94656,BRASIL
2019,LINGÜÍSTICA, LETRAS E ARTES,LETRAS,LETRAS,NÃO SE APLICA,NÃO SE APLICA,41,LINGUÍSTICA E LITERATURA,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,RS,SANTA MARIA,ACADÊMICO,42002010014P0,LETRAS,POST-GRADUATION PROGRAM IN LANGUAGE AND LITERATURE STUDIES,5,1988,1988/2003,EM FUNCIONAMENTO,08May2013 0:00:00,159810,94657,BRASIL
2019,CIÊNCIAS DA SAÚDE,NUTRIÇÃO,NUTRIÇÃO,NÃO SE APLICA,NÃO SE APLICA,50,NUTRIÇÃO,UFMT,UNIVERSIDADE FEDERAL DE MATO GROSSO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,50001019019P4,NUTRIÇÃO, ALIMENTOS E METABOLISMO,NUTRITION, FOOD AND METABOLISM,3,2008,2008,EM FUNCIONAMENTO,01Nov2013 0:00:00,159839,94666,BRASIL
2019,CIÊNCIAS BIOLÓGICAS,ZOOLOGIA,ZOOLOGIA,NÃO SE APLICA,NÃO SE APLICA,7,BIODIVERSIDADE,UFG,UNIVERSIDADE FEDERAL DE GOIÁS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,CENTRO-OESTE,GO,GOIÂNIA,ACADÊMICO,52001016070P5,BIODIVERSIDADE ANIMAL,ANIMAL BIODIVERSITY,4,2014,2014/2019,EM FUNCIONAMENTO,20May2014 0:00:00,155491,90651,BRASIL
2019,MULTIDISCIPLINAR,CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS,NÃO SE APLICA,NÃO SE APLICA,49,CIÊNCIAS AMBIENTAIS,UTFPR,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,PR,CURITIBA,ACADÊMICO,40006018178P9,RECURSOS NATURAIS E SUSTENTABILIDADE,NATURAL RESOURCES AND SUSTAINABILITY,A,2019,2019,EM FUNCIONAMENTO,25Mar2019 0:00:00,155517,90722,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,ADMINISTRAÇÃO,CIÊNCIAS CONTÁBEIS,CIÊNCIAS CONTÁBEIS,NÃO SE APLICA,27,ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO,UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,SC,FLORIANÓPOLIS,PROFISSIONAL,41001010163P6,CONTROLE DE GESTÃO,MANAGEMENT CONTROLE,A,2019,2019,EM FUNCIONAMENTO,11Oct2019 0:00:00,155519,90724,BRASIL
2019,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,NÃO SE APLICA,NÃO SE APLICA,38,EDUCAÇÃO,UNESP-PP,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( PRESIDENTE PRUDENTE ),NÃO,NA,ESTADUAL,PÚBLICO,NÃO INFORMADO,SUDESTE,SP,PRESIDENTE PRUDENTE,ACADÊMICO,33004129044P6,EDUCAÇÃO,EDUCATION,5,2001,2001/2010,EM FUNCIONAMENTO,18Jun2013 0:00:00,155541,90747,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,COMUNICAÇÃO,COMUNICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,31,COMUNICAÇÃO E INFORMAÇÃO,UMESP,UNIVERSIDADE METODISTA DE SÃO PAULO,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUDESTE,SP,SÃO BERNARDO DO CAMPO,ACADÊMICO,33017018004P9,COMUNICAÇÃO SOCIAL,MASTER¿S AND DOCTORAL DEGREES IN SOCIAL COMMUNICATION,4,1978,1978/1995,EM FUNCIONAMENTO,08Aug2013 0:00:00,157516,92785,BRASIL
2019,ENGENHARIAS,ENGENHARIA DE PRODUÇÃO,ENGENHARIA DE PRODUÇÃO,NÃO SE APLICA,NÃO SE APLICA,13,ENGENHARIAS III,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,RS,PORTO ALEGRE,PROFISSIONAL,42001013089P0,ENGENHARIA DE PRODUÇÃO,GRADUATE PROGRAM OF INDUSTRIAL ENGINEERING,4,2005,2005,EM FUNCIONAMENTO,06May2013 0:00:00,155419,90585,BRASIL
2019,CIÊNCIAS AGRÁRIAS,AGRONOMIA,AGRONOMIA,NÃO SE APLICA,NÃO SE APLICA,42,CIÊNCIAS AGRÁRIAS I,UFV,UNIVERSIDADE FEDERAL DE VIÇOSA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,FLORESTAL,ACADÊMICO,32002017047P3,MANEJO E CONSERVAÇÃO DE ECOSSISTEMAS NATURAIS E AGRÁRIOS,MANAGEMENT AND CONSERVATION OF NATURAL AND AGRICULTURAL ECOSSYSTEMS,3,2013,2013,EM FUNCIONAMENTO,22Aug2013 0:00:00,155460,90610,BRASIL
2019,CIÊNCIAS HUMANAS,GEOGRAFIA,GEOGRAFIA,NÃO SE APLICA,NÃO SE APLICA,36,GEOGRAFIA,UFAM,UNIVERSIDADE FEDERAL DO AMAZONAS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORTE,AM,MANAUS,ACADÊMICO,12001015026P3,GEOGRAFIA,GRADUATE PROGRAM IN GEOGRAPHY,4,2007,2007/2019,EM FUNCIONAMENTO,20Jan2014 0:00:00,155461,90611,BRASIL
2019,MULTIDISCIPLINAR,CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS,NÃO SE APLICA,NÃO SE APLICA,49,CIÊNCIAS AMBIENTAIS,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,CE,FORTALEZA,ACADÊMICO,22001018040P4,CIÊNCIAS MARINHAS TROPICAIS,TROPICAL MARINE SCIENCES,5,2001,2001/2008,EM FUNCIONAMENTO,28Feb2013 0:00:00,155464,90614,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA REGIONAL,ECONOMIA REGIONAL E URBANA,ECONOMIA REGIONAL,28,ECONOMIA,UEL,UNIVERSIDADE ESTADUAL DE LONDRINA,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUL,PR,LONDRINA,ACADÊMICO,40002012037P0,ECONOMIA REGIONAL,REGIONAL ECONOMICS,3,2009,2009,EM FUNCIONAMENTO,18Jun2013 0:00:00,155429,90629,BRASIL
2019,CIÊNCIAS DA SAÚDE,MEDICINA,GINECOLOGIA E OBSTETRÍCIA,CLÍNICA MÉDICA,GINECOLOGIA E OBSTETRÍCIA,17,MEDICINA III,USP/RP,UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ),NÃO,NA,ESTADUAL,PÚBLICO,NÃO INFORMADO,SUDESTE,SP,RIBEIRÃO PRETO,ACADÊMICO,33002029009P2,GINECOLOGIA E OBSTETRÍCIA,OBSTETRICS AND GYNECOLOGY,6,1971,1971/1971,EM FUNCIONAMENTO,07Aug2010 0:00:00,156170,91586,BRASIL
2019,CIÊNCIAS DA SAÚDE,FONOAUDIOLOGIA,FONOAUDIOLOGIA,NÃO SE APLICA,NÃO SE APLICA,21,EDUCAÇÃO FÍSICA,UTP,UNIVERSIDADE TUIUTI DO PARANÁ,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUL,PR,CURITIBA,ACADÊMICO,40020010001P7,DISTÚRBIOS DA COMUNICAÇÃO,COMMUNICATION DISORDERS PROGRAM,4,1999,1999/2007,EM FUNCIONAMENTO,07Feb2014 0:00:00,156205,91601,BRASIL
2019,CIÊNCIAS BIOLÓGICAS,FISIOLOGIA,FISIOLOGIA,NÃO SE APLICA,NÃO SE APLICA,8,CIÊNCIAS BIOLÓGICAS II,UFSCAR,UNIVERSIDADE FEDERAL DE SÃO CARLOS,SIM,UNESP-ARAR,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,SÃO CARLOS,ACADÊMICO,33001014037P4,CIÊNCIAS FISIOLÓGICAS,JOINT GRADUATE PROGRAM IN PHYSIOLOGICAL SCIENCES PIPGCF UFSCAR/UNESP,4,2009,2009/2009,EM FUNCIONAMENTO,11Nov2013 0:00:00,156191,91606,BRASIL
2019,CIÊNCIAS DA SAÚDE,MEDICINA,CIRURGIA,CIRURGIA,NÃO SE APLICA,17,MEDICINA III,USS,UNIVERSIDADE DE VASSOURAS,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUDESTE,RJ,VASSOURAS,PROFISSIONAL,31027016004P5,CIÊNCIAS APLICADAS EM SAÚDE,APPLIED HEALTH SCIENCES,3,2016,2016,EM FUNCIONAMENTO,27Jun2016 0:00:00,159402,94286,BRASIL
